Name,Hispanic,API,Black,AIAN,White,race,freq
burrows,0.0014,0.0022,0.0314,0.0047,0.9598,White,0.00041
swift,0.0026,0.0031,0.0461,0.0069,0.9406,White,0.00041
shepherd,0.0002,0.0006,0.348,0,0.6511,White,0.0004
cullen,0.001,0.0015,0.0041,0.0005,0.9925,White,0.0004
mcfarlane,0.0101,0.0043,0.2396,0.0005,0.7449,White,0.0004
sinclair,0.0027,0.0032,0.0959,0.0023,0.895,White,0.0004
fleming,0.002,0.0031,0.0857,0.0025,0.9062,White,0.0004
welch,0.0024,0.0019,0.0378,0.0044,0.953,White,0.0004
bradshaw,0.0011,0.0016,0.0518,0.0014,0.9433,White,0.0004
summers,0.0027,0.0013,0.0601,0.0041,0.9312,White,0.0004
buckley,0.0012,0.0016,0.0269,0.0014,0.9686,White,0.00039
vaughan,0.0009,0.0006,0.0388,0.001,0.9583,White,0.00039
naylor,0.0009,0.0022,0.0339,0.0018,0.9605,White,0.00039
briggs,0.0023,0.002,0.0601,0.0017,0.9333,White,0.00039
schofield,0.0041,0.0016,0.0304,0.002,0.9612,White,0.00039
coles,0.0046,0.0043,0.2153,0.0025,0.7714,White,0.00039
akhtar,0.0002,0.9848,0.0002,0.0002,0.0059,API,0.00039
cassidy,0.002,0.0009,0.0047,0.0007,0.9914,White,0.00039
giles,0.0049,0.0015,0.0907,0.0016,0.9008,White,0.00039
whittaker,0.0026,0.0008,0.0504,0.001,0.9446,White,0.00039
faulkner,0.0019,0.0007,0.0382,0.0018,0.9569,White,0.00039
bray,0.002,0.0019,0.0443,0.0028,0.9484,White,0.00039
osborne,0.0023,0.0017,0.0555,0.0029,0.937,White,0.00039
herbert,0.0084,0.0044,0.0796,0.0025,0.9045,White,0.00039
rossi,0.0195,0.0042,0.0014,0.0004,0.9739,White,0.00038
hicks,0.0022,0.0025,0.1001,0.0086,0.8857,White,0.00038
bush,0.0028,0.0095,0.0768,0.0068,0.9032,White,0.00038
mccann,0.0016,0.0019,0.0097,0.0015,0.985,White,0.00038
bourne,0.0026,0.0112,0.0691,0.0023,0.9137,White,0.00038
weston,0.0013,0.0008,0.0633,0.0029,0.9312,White,0.00038
oneill,0.0155,0.0038,0.0031,0.0006,0.9764,White,0.00038
humphrey,0.0005,0.0005,0.6293,0,0.3696,Black,0.00038
partridge,0.0023,0.0022,0.0731,0.009,0.9123,White,0.00038
johns,0.0023,0.009,0.0439,0.0105,0.9335,White,0.00038
morley,0.0015,0.0015,0.007,0.0008,0.9889,White,0.00038
welsh,0.003,0.0032,0.0085,0.0045,0.9804,White,0.00038
rooney,0.0039,0.0048,0.0037,0.0012,0.986,White,0.00038
fitzgerald,0.0036,0.0034,0.0459,0.0012,0.9452,White,0.00038
whittle,0.0062,0.0056,0.0777,0.0006,0.9093,White,0.00038
spence,0.0013,0.0009,0.0617,0.0011,0.9344,White,0.00037
gardiner,0.0016,0.0016,0.0266,0.0009,0.9689,White,0.00037
armitage,0.0025,0.0072,0.0021,0.0004,0.9873,White,0.00037
english,0.0018,0.0036,0.1009,0.0029,0.8899,White,0.00037
winter,0.002,0.0029,0.0055,0.0013,0.988,White,0.00037
singleton,0.0037,0.0017,0.2978,0.001,0.695,White,0.00037
kaye,0.0053,0.0071,0.0047,0.0083,0.9741,White,0.00037
craig,0.001,0.0007,0.0363,0.0013,0.9603,White,0.00037
laing,0.0042,0.0166,0.0181,0.0004,0.9604,White,0.00037
pollard,0.0039,0.0051,0.112,0.0019,0.8762,White,0.00037
wilkes,0.0045,0.0015,0.1251,0.0015,0.8666,White,0.00037
bright,0.0004,0.0036,0.6055,0,0.3906,Black,0.00037
hills,0.0022,0.0043,0.1364,0.0032,0.8532,White,0.00037
howarth,0.0019,0.0022,0.0017,0.0008,0.9933,White,0.00037
best,0.0022,0.0037,0.0771,0.0026,0.9137,White,0.00036
appleton,0.0023,0.0035,0.0483,0.0067,0.9386,White,0.00036
rawlings,0.0002,0.0001,0.5831,0,0.4166,Black,0.00036
turnbull,0.0042,0.0038,0.0229,0.0006,0.9682,White,0.00036
drew,0.002,0.0012,0.0446,0.0012,0.9506,White,0.00036
devlin,0.0016,0.0008,0.009,0.0006,0.9876,White,0.00036
horne,0.0015,0.004,0.0809,0.0041,0.9087,White,0.00036
lovell,0.0027,0.0041,0.0284,0.0028,0.9613,White,0.00036
kavanagh,0.0022,0.0049,0.0054,0.0001,0.987,White,0.00036
gibbs,0.0037,0.0037,0.1204,0.003,0.8682,White,0.00036
mckenna,0.0017,0.0004,0.0015,0.0005,0.9957,White,0.00036
stanton,0.0019,0.0021,0.0337,0.0015,0.9603,White,0.00036
bernard,0.0178,0.0084,0.1256,0.002,0.8449,White,0.00035
kirby,0.0026,0.0022,0.0257,0.0022,0.9669,White,0.00035
wills,0.0027,0.0049,0.0791,0.0031,0.9096,White,0.00035
crossley,0.0014,0.0015,0.0501,0.0024,0.9439,White,0.00035
bruce,0.0013,0.0015,0.0386,0.002,0.9562,White,0.00035
carey,0.0013,0.0011,0.0359,0.0013,0.96,White,0.00035
piper,0.0014,0.0011,0.0191,0.0017,0.9763,White,0.00035
needham,0.0018,0.0025,0.0125,0.011,0.9718,White,0.00035
sawyer,0.001,0.0008,0.0336,0.0014,0.9627,White,0.00034
joseph,0.0133,0.064,0.2289,0.0039,0.6867,White,0.00034
fenton,0.0013,0.0029,0.0175,0.0009,0.977,White,0.00034
connor,0.001,0.0007,0.0254,0.001,0.9714,White,0.00034
reeves,0.0016,0.002,0.0533,0.0025,0.94,White,0.00034
norris,0.0015,0.0014,0.0653,0.0025,0.9287,White,0.00034
firth,0.0011,0.0037,0.0004,0.0002,0.9944,White,0.00034
clarkson,0.0023,0.0033,0.0365,0.0022,0.9549,White,0.00034
brookes,0.0027,0.0008,0.0362,0.0011,0.9588,White,0.00034
townsend,0.0021,0.0013,0.0812,0.0021,0.9127,White,0.00034
cairns,0.0023,0.003,0.0005,0.0005,0.9935,White,0.00034
wallis,0.0028,0.0051,0.0068,0.0021,0.9828,White,0.00034
senior,0.0083,0.0016,0.5832,0,0.4069,Black,0.00033
dyer,0.0018,0.0016,0.0332,0.0029,0.96,White,0.00033
guest,0.0025,0.0066,0.0297,0,0.9612,White,0.00033
thorpe,0.005,0.0022,0.1008,0.0022,0.889,White,0.00033
parkinson,0.0033,0.0046,0.1053,0.0004,0.8862,White,0.00033
sykes,0.0024,0.0009,0.242,0.0015,0.7521,White,0.00033
lees,0.0037,0.0029,0.0032,0.0014,0.9883,White,0.00033
gale,0.0024,0.0021,0.0253,0.0014,0.9683,White,0.00033
blackburn,0.0018,0.0022,0.0185,0.0055,0.9715,White,0.00033
holloway,0.0013,0.0011,0.1936,0.005,0.798,White,0.00033
hurst,0.0011,0.0014,0.0334,0.0022,0.9615,White,0.00033
mcintosh,0.0023,0.0014,0.1157,0.0092,0.8704,White,0.00033
smyth,0.0021,0.0034,0.009,0.0024,0.9826,White,0.00033
conway,0.0019,0.0051,0.0443,0.0026,0.9455,White,0.00033
bowman,0.0016,0.0034,0.0427,0.003,0.9488,White,0.00033
bassett,0.0034,0.003,0.0381,0.0015,0.9535,White,0.00033
corbett,0.0011,0.0004,0.0382,0.0017,0.9582,White,0.00033
heaton,0.0012,0.0031,0.0042,0.0012,0.9899,White,0.00033
humphries,0.0035,0.0013,0.0266,0.0011,0.9672,White,0.00033
copeland,0.0015,0.001,0.12,0.0022,0.8748,White,0.00033
parr,0.0014,0.0068,0.0189,0.0066,0.9656,White,0.00033
hough,0.0012,0.0074,0.0345,0.0043,0.9521,White,0.00033
burt,0.0023,0.0015,0.0402,0.0012,0.9544,White,0.00033
fitzpatrick,0.0054,0.0015,0.0394,0.0017,0.9515,White,0.00032
tomlinson,0.0055,0.0009,0.0196,0.0017,0.972,White,0.00032
tanner,0.0012,0.0005,0.0263,0.002,0.9696,White,0.00032
wickens,0.0056,0.0088,0.009,0.0018,0.9743,White,0.00032
mclaughlin,0.0053,0.0022,0.0157,0.0014,0.9749,White,0.00032
collier,0.0014,0.0006,0.1288,0.0025,0.8661,White,0.00032
curry,0.0014,0.0021,0.1604,0.0018,0.8337,White,0.00032
sloan,0.0016,0.0009,0.0379,0.0035,0.9558,White,0.00032
archer,0.0048,0.0042,0.0415,0.002,0.9468,White,0.00032
ireland,0.0022,0.0006,0.0159,0.0009,0.9801,White,0.00032
edge,0.0052,0.0057,0.0443,0.0037,0.9404,White,0.00032
stokes,0.0019,0.0013,0.1843,0.0016,0.8101,White,0.00032
cope,0.0009,0.0029,0.0145,0.0038,0.9774,White,0.00032
chandler,0.0012,0.0009,0.062,0.0013,0.9341,White,0.00032
tyler,0.0016,0.0009,0.0952,0.0033,0.8985,White,0.00032
goodman,0.0017,0.0037,0.0641,0.0065,0.9234,White,0.00032
mckay,0.0013,0.0016,0.0349,0.0031,0.9586,White,0.00032
stacey,0.0024,0.0009,0.0125,0.0023,0.9815,White,0.00032
noble,0.0028,0.0092,0.065,0.0027,0.9193,White,0.00032
skinner,0.0029,0.002,0.0339,0.0038,0.9567,White,0.00031
reeve,0.0045,0.0147,0.0039,0.0016,0.9746,White,0.00031
whyte,0.0033,0.0068,0.1709,0.0115,0.8064,White,0.00031
muir,0.0028,0.0061,0.0103,0.0017,0.9786,White,0.00031
barry,0.001,0.0012,0.018,0.0008,0.9788,White,0.00031
england,0.004,0.0028,0.0204,0.0042,0.9679,White,0.00031
hanson,0.0021,0.0247,0.0105,0.0034,0.9584,White,0.00031
rahman,0.0001,0.9473,0.0121,0,0.0406,API,0.00031
marriott,0.0222,0.008,0.0446,0.0008,0.9239,White,0.00031
horton,0.0023,0.0031,0.0872,0.0032,0.9033,White,0.00031
shields,0.0016,0.0021,0.0686,0.0028,0.9243,White,0.00031
mccallum,0.002,0.0025,0.0782,0.0033,0.9135,White,0.00031
barr,0.0013,0.0024,0.0567,0.0049,0.9341,White,0.00031
kane,0.0029,0.0117,0.0093,0.0013,0.9744,White,0.00031
simons,0.0017,0.0025,0.0315,0.0023,0.9614,White,0.00031
pope,0.004,0.0031,0.0987,0.0036,0.8897,White,0.00031
mckenzie,0.002,0.0007,0.0784,0.0018,0.9165,White,0.00031
wardle,0.0027,0.0012,0.0051,0.0001,0.9905,White,0.00031
cannon,0.0013,0.0016,0.0852,0.0021,0.9092,White,0.0003
simon,0.0173,0.0481,0.0937,0.0021,0.8375,White,0.0003
farrow,0.0011,0.0021,0.1308,0.0062,0.859,White,0.0003
hood,0.0017,0.0034,0.0656,0.0056,0.9226,White,0.0003
matthams,0.0269,0.0254,0.0172,0.0004,0.9299,White,0.0003
sims,0.0023,0.0036,0.1807,0.0031,0.8094,White,0.0003
waters,0.0022,0.0019,0.0867,0.0064,0.9022,White,0.0003
gould,0.0053,0.0032,0.0186,0.0086,0.9638,White,0.0003
malone,0.0033,0.0027,0.1079,0.0027,0.8827,White,0.0003
mcneill,0.0009,0.0011,0.1414,0.0041,0.852,White,0.0003
mcgill,0.0028,0.0022,0.0891,0.0013,0.9038,White,0.0003
mcguire,0.0018,0.0017,0.0209,0.0016,0.9734,White,0.0003
dalton,0.0011,0.0005,0.02,0.0014,0.9766,White,0.0003
mccormack,0.0045,0.0038,0.0181,0.0005,0.9728,White,0.0003
philip,0.0037,0.3906,0.0649,0.0012,0.538,White,0.0003
barclay,0.0023,0.0016,0.0352,0.0007,0.9599,White,0.0003
logan,0.0022,0.0009,0.0789,0.0025,0.9149,White,0.0003
flower,0.0067,0.0078,0.0272,0.0039,0.9537,White,0.0003
woodcock,0.0027,0.0035,0.0029,0.0004,0.9902,White,0.0003
mooney,0.0022,0.0058,0.0154,0.0037,0.9723,White,0.0003
peacock,0.0016,0.0024,0.0496,0.006,0.9398,White,0.0003
davie,0.0044,0.0042,0.0989,0.0013,0.8904,White,0.0003
healy,0.0029,0.0037,0.0022,0.0013,0.9895,White,0.0003
neal,0.0015,0.0025,0.0913,0.0017,0.9023,White,0.0003
crowther,0.0026,0.0029,0.0247,0.0003,0.9693,White,0.00029
gunn,0.0015,0.0099,0.0531,0.0027,0.9322,White,0.00029
donald,0.001,0.0015,0.1542,0.0024,0.8402,White,0.00029
hutton,0.0023,0.0039,0.0349,0.0031,0.9551,White,0.00029
britton,0.0012,0.0004,0.0629,0.0015,0.9335,White,0.00029
currie,0.0011,0.0011,0.0853,0.0012,0.9108,White,0.00029
dunne,0.0054,0.0091,0.0032,0.002,0.9798,White,0.00029
milne,0.0034,0.0077,0.0013,0.0018,0.9855,White,0.00029
blackmore,0.0027,0.0025,0.0382,0.0006,0.9557,White,0.00029
wiggins,0.0017,0.0008,0.2038,0.0024,0.7905,White,0.00029
morrow,0.0022,0.0017,0.065,0.0032,0.9275,White,0.00029
mcmillan,0.0046,0.0027,0.1148,0.0149,0.8622,White,0.00029
farmer,0.0017,0.0037,0.0761,0.0151,0.9027,White,0.00029
downes,0.0055,0.0057,0.1003,0.0002,0.8878,White,0.00029
ware,0.0016,0.0015,0.1817,0.0038,0.8104,White,0.00029
sanchez,0.8839,0.0101,0.0031,0.0044,0.0981,Hispanic,0.00029
bowers,0.0031,0.001,0.0353,0.0023,0.9577,White,0.00029
bevan,0.0009,0.0025,0.0036,0.0004,0.9922,White,0.00029
hogg,0.0007,0.0038,0.0359,0.0009,0.9582,White,0.00029
mcmahon,0.0017,0.0033,0.008,0.0008,0.9857,White,0.00029
carty,0.0056,0.0012,0.0727,0.0019,0.9177,White,0.00029
terry,0.0017,0.0011,0.0895,0.0018,0.9054,White,0.00028
gilmour,0.0016,0.0022,0.0003,0.0002,0.9955,White,0.00028
rigby,0.0033,0.0049,0.0198,0.001,0.9706,White,0.00028
stott,0.003,0.0032,0.014,0.0004,0.9791,White,0.00028
betts,0.0031,0.0019,0.0812,0.0013,0.9118,White,0.00028
greaves,0.0089,0.0058,0.235,0.001,0.7486,White,0.00028
irvine,0.0061,0.0123,0.0199,0.003,0.9578,White,0.00028
vickers,0.0014,0.0017,0.047,0.0011,0.9483,White,0.00028
alcock,0.0025,0.0029,0.0062,0.0005,0.9874,White,0.00028
clegg,0.0011,0.0018,0.0412,0.0006,0.9549,White,0.00028
stubbs,0.0047,0.0034,0.1169,0.0037,0.8706,White,0.00028
strong,0.0026,0.0139,0.0843,0.0134,0.8848,White,0.00028
macgregor,0.0021,0.0016,0.0025,0.0008,0.9927,White,0.00028
marsden,0.0029,0.0015,0.0087,0.0064,0.98,White,0.00028
brett,0.0012,0.0007,0.0059,0.0005,0.9915,White,0.00028
clayton,0.001,0.0008,0.0796,0.0013,0.9168,White,0.00028
daly,0.0261,0.0113,0.009,0.0007,0.952,White,0.00028
rodriguez,0.9077,0.0062,0.0026,0.0021,0.081,Hispanic,0.00028
munro,0.0027,0.0004,0.0111,0.0009,0.9846,White,0.00028
hubbard,0.0012,0.0005,0.0782,0.0023,0.9172,White,0.00028
rowley,0.0038,0.0044,0.0187,0.0013,0.9712,White,0.00028
bain,0.0016,0.0036,0.0199,0.0023,0.9721,White,0.00028
sharpe,0.0057,0.0052,0.1971,0.0005,0.7911,White,0.00028
childs,0.0022,0.0008,0.1176,0.0042,0.8744,White,0.00028
searle,0.0031,0.0057,0.0005,0.0005,0.9898,White,0.00028
monaghan,0.0018,0.0036,0.0013,0.0006,0.9926,White,0.00027
bryan,0.0083,0.0027,0.0266,0.0015,0.9604,White,0.00027
weir,0.0031,0.0109,0.0262,0.0016,0.9576,White,0.00027
clay,0.0011,0.0005,0.154,0.0026,0.841,White,0.00027
steadman,0.0008,0.0017,0.0581,0.0012,0.9377,White,0.00027
barrow,0.0045,0.0014,0.0917,0.0024,0.8993,White,0.00027
coombes,0.0018,0.0125,0.0056,0.0024,0.9773,White,0.00027
hodge,0.0033,0.0021,0.07,0.0014,0.9226,White,0.00027
redman,0.0048,0.0063,0.0497,0.0035,0.9344,White,0.00027
callaghan,0.0016,0.0027,0.0018,0.0003,0.9932,White,0.00027
lang,0.0023,0.2218,0.0206,0.0017,0.7525,White,0.00027
rudd,0.0019,0.0017,0.0277,0.0021,0.9661,White,0.00027
mcdonnell,0.0061,0.004,0.0034,0.0021,0.984,White,0.00027
barron,0.0498,0.0026,0.0513,0.0014,0.8945,White,0.00027
bullock,0.0017,0.0011,0.135,0.0057,0.8559,White,0.00027
ratcliffe,0.0041,0.0063,0.0393,0.0003,0.9498,White,0.00027
neville,0.0022,0.0036,0.0425,0.0007,0.9504,White,0.00027
norton,0.0031,0.0035,0.0189,0.0056,0.9684,White,0.00027
larkin,0.0014,0.0012,0.0393,0.0016,0.9561,White,0.00027
robins,0.0031,0.0145,0.1172,0.0031,0.8608,White,0.00027
neale,0.0026,0.0022,0.0203,0.0007,0.9739,White,0.00027
carson,0.0015,0.0017,0.0625,0.0017,0.9321,White,0.00027
rankin,0.0053,0.0045,0.0454,0.0026,0.9416,White,0.00027
lacey,0.0021,0.0005,0.0654,0.0011,0.9304,White,0.00027
ferreira,0.181,0.0178,0.0048,0.0022,0.7892,White,0.00027
higgs,0.0038,0.0015,0.2906,0.0051,0.6981,White,0.00027
mcghee,0.0025,0.0006,0.2749,0.011,0.71,White,0.00027
tate,0.0015,0.0013,0.1218,0.0022,0.8725,White,0.00027
richmond,0.0074,0.0103,0.2401,0.002,0.7389,White,0.00026
draper,0.002,0.0016,0.0681,0.006,0.9218,White,0.00026
parkes,0.0018,0.0039,0.029,0.001,0.9638,White,0.00026
broughton,0.0007,0.0006,0.0966,0.0011,0.9005,White,0.00026
macleod,0.0025,0.0027,0.0043,0.0002,0.9901,White,0.00026
maguire,0.0009,0.0011,0.0004,0.0005,0.9968,White,0.00026
harrington,0.0034,0.0021,0.0597,0.0029,0.9314,White,0.00026
clifford,0.0018,0.0023,0.0125,0.0044,0.9785,White,0.00026
drummond,0.0026,0.0008,0.0884,0.0006,0.9069,White,0.00026
burnett,0.0019,0.001,0.1114,0.0034,0.8816,White,0.00026
woolley,0.0026,0.0026,0.0297,0.0004,0.9644,White,0.00026
busby,0.0034,0.0025,0.0664,0.0022,0.9247,White,0.00026
peterson,0.0033,0.0054,0.0761,0.0058,0.9082,White,0.00026
preece,0.0014,0.0003,0.0003,0.0005,0.9974,White,0.00026
robbins,0.0011,0.0026,0.0236,0.0065,0.9657,White,0.00026
clements,0.0031,0.002,0.0262,0.0011,0.9671,White,0.00026
curran,0.0013,0.0025,0.0006,0.0005,0.9948,White,0.00026
wilde,0.007,0.0047,0.0014,0.0044,0.9819,White,0.00026
ramsay,0.0048,0.0054,0.0394,0.001,0.9484,White,0.00026
dickinson,0.0029,0.0046,0.014,0.0013,0.9766,White,0.00026
foley,0.0019,0.0023,0.012,0.0009,0.9825,White,0.00025
bannister,0.0038,0.008,0.0864,0.0007,0.8999,White,0.00025
nichols,0.004,0.0034,0.0345,0.003,0.9545,White,0.00025
brook,0.0017,0.0012,0.0462,0.0011,0.9491,White,0.00025
warner,0.0044,0.0028,0.032,0.0016,0.9587,White,0.00025
buchanan,0.0024,0.0021,0.0551,0.003,0.9368,White,0.00025
mcdermott,0.0039,0.0039,0.0234,0.0002,0.9684,White,0.00025
stanley,0.002,0.0052,0.0651,0.0027,0.9243,White,0.00025
bains,0.0078,0.616,0.0357,0.0026,0.3353,API,0.00025
lyons,0.0024,0.0038,0.0663,0.0045,0.9221,White,0.00025
lennon,0.0051,0.0042,0.0517,0.0007,0.9374,White,0.00025
lister,0.0137,0.0036,0.2007,0.0001,0.782,White,0.00025
ryder,0.0018,0.0012,0.0067,0.0015,0.9884,White,0.00025
pratt,0.0023,0.0031,0.059,0.0053,0.9296,White,0.00025
mansell,0.0027,0.0023,0.0519,0.0085,0.9336,White,0.00025
mccartney,0.0017,0.0009,0.0086,0.0014,0.9869,White,0.00025
metcalfe,0.005,0.0037,0.0113,0.0006,0.9791,White,0.00025
nixon,0.0236,0.0155,0.2151,0.0034,0.7402,White,0.00025
hayward,0.0011,0.0016,0.1217,0.0025,0.8723,White,0.00025
mullins,0.0024,0.0008,0.0228,0.0052,0.9683,White,0.00025
fulton,0.003,0.0038,0.087,0.0025,0.9031,White,0.00024
dupont,0.0056,0.0096,0.0418,0.001,0.9408,White,0.00024
mohammed,0.0019,0.8102,0.0669,0.0008,0.0664,API,0.00024
fellows,0.0029,0.0025,0.2232,0.0006,0.7705,White,0.00024
prince,0.0061,0.0145,0.2269,0.0045,0.7455,White,0.00024
conroy,0.0011,0.0022,0.0027,0.002,0.9917,White,0.00024
hastings,0.0001,0.0001,0.0503,0,0.9496,White,0.00024
sheldon,0.0016,0.0031,0.0069,0.0042,0.9835,White,0.00024
povey,0.0013,0.0037,0.0003,0.0007,0.9936,White,0.00024
short,0.0014,0.0033,0.0239,0.0059,0.9649,White,0.00024
webber,0.0027,0.0065,0.0395,0.0027,0.9481,White,0.00024
eaton,0.0021,0.0031,0.0319,0.0014,0.9611,White,0.00024
wharton,0.0016,0.0075,0.0876,0.0018,0.9007,White,0.00024
simmonds,0.0033,0.0052,0.0435,0.0086,0.9379,White,0.00024
beale,0.0021,0.0019,0.0788,0.0013,0.9153,White,0.00024
iles,0.001,0.0011,0.0007,0,0.9972,White,0.00024
sadler,0.002,0.0008,0.046,0.0043,0.9463,White,0.00024
grainger,0.0011,0.0004,0.0144,0.0009,0.9829,White,0.00024
prentice,0.0013,0.0009,0.0464,0.0032,0.9478,White,0.00024
feeney,0.0043,0.0038,0.0045,0.0002,0.9869,White,0.00024
chamberlain,0.0049,0.0042,0.0414,0.0044,0.9445,White,0.00024
eastwood,0.0068,0.0049,0.0238,0.0014,0.9626,White,0.00024
levy,0.036,0.0159,0.0351,0.0006,0.911,White,0.00024
lynn,0.0016,0.0037,0.021,0.0013,0.972,White,0.00024
sumner,0.001,0.001,0.0153,0.0022,0.98,White,0.00024
leonard,0.0044,0.0021,0.045,0.0021,0.9459,White,0.00024
wade,0.001,0.0008,0.0922,0.0016,0.9039,White,0.00024
pitt,0.0029,0.006,0.0853,0.0043,0.9005,White,0.00024
samuels,0.0036,0.0023,0.3652,0.0057,0.6217,White,0.00024
ridley,0.0018,0.0034,0.2021,0.0079,0.7839,White,0.00024
buxton,0.0023,0.0033,0.0467,0.0006,0.9468,White,0.00024
perez,0.8757,0.0134,0.0029,0.0022,0.1054,Hispanic,0.00024
salter,0.0016,0.0046,0.135,0.007,0.851,White,0.00024
mcloughlin,0.0034,0.0037,0.0051,0.0001,0.9875,White,0.00024
wormald,0.0013,0.0007,0.0022,0.0001,0.9955,White,0.00023
mcpherson,0.0027,0.0029,0.0804,0.0091,0.904,White,0.00023
waller,0.0021,0.0022,0.0645,0.0014,0.9291,White,0.00023
bowler,0.0274,0.0071,0.0326,0.0056,0.9264,White,0.00023
talbot,0.0014,0.0014,0.0097,0.0016,0.9856,White,0.00023
everett,0.0029,0.0008,0.0925,0.0018,0.9015,White,0.00023
plummer,0.0034,0.0006,0.1034,0.0031,0.8889,White,0.00023
cummings,0.0017,0.0031,0.0751,0.0247,0.8947,White,0.00023
bowes,0.0026,0.0058,0.023,0.0006,0.9677,White,0.00023
walmsley,0.0021,0.0017,0.0086,0.0021,0.9851,White,0.00023
worthington,0.0028,0.0007,0.019,0.003,0.9741,White,0.00023
squires,0.0011,0.0018,0.0134,0.0038,0.9793,White,0.00023
edmonds,0.0028,0.0167,0.1497,0.0047,0.8238,White,0.00023
barnard,0.0031,0.0024,0.0159,0.0013,0.9768,White,0.00023
horner,0.0011,0.0029,0.0082,0.0014,0.986,White,0.00023
dunkley,0.0049,0.003,0.1569,0.0023,0.8318,White,0.00023
mckeown,0.0008,0.0008,0.0058,0.0006,0.9918,White,0.00023
whitfield,0.0018,0.0007,0.3027,0.0017,0.6918,White,0.00023
york,0.0024,0.019,0.0237,0.0056,0.9484,White,0.00023
rodrigues,0.2669,0.0231,0.0117,0.001,0.6899,White,0.00023
casey,0.0014,0.0009,0.0175,0.0012,0.9785,White,0.00023
wicks,0.0023,0.0041,0.1695,0.0004,0.8232,White,0.00023
mustafa,0.0004,0.0566,0.0175,0,0.9256,White,0.00023
milner,0.0055,0.0022,0.0626,0.0017,0.9275,White,0.00023
hodson,0.0026,0.0033,0.0055,0.0004,0.988,White,0.00023
salt,0.0014,0.0157,0.003,0.0888,0.89,White,0.00023
north,0.0015,0.0019,0.0268,0.0031,0.9662,White,0.00023
finney,0.0026,0.0087,0.1353,0.0031,0.849,White,0.00023
plant,0.0006,0.0074,0.0748,0.0001,0.9171,White,0.00023
crane,0.0018,0.0049,0.0111,0.0014,0.9804,White,0.00023
whittington,0.0033,0.0012,0.0982,0.0025,0.8938,White,0.00023
harwood,0.0011,0.0016,0.0019,0.0035,0.9915,White,0.00023
barber,0.003,0.0065,0.0655,0.0047,0.9196,White,0.00023
hassan,0.0031,0.5802,0.0652,0.0004,0.295,API,0.00023
dolan,0.0015,0.0053,0.0008,0.0008,0.9911,White,0.00023
swan,0.0029,0.0207,0.04,0.0103,0.9251,White,0.00023
meredith,0.0014,0.0011,0.0242,0.0006,0.9724,White,0.00023
michael,0.0045,0.0041,0.0194,0.0014,0.97,White,0.00023
wheatley,0.0013,0.0011,0.0547,0.0024,0.9398,White,0.00023
corrigan,0.0011,0.0008,0.0009,0.0003,0.9966,White,0.00023
lamb,0.0024,0.0044,0.0234,0.0029,0.9662,White,0.00023
hamer,0.0047,0.0045,0.0763,0.0016,0.9119,White,0.00023
hibbert,0.003,0.0049,0.1321,0.0011,0.8558,White,0.00023
pemberton,0.0026,0.0027,0.0858,0.0074,0.9008,White,0.00023
sheridan,0.0022,0.0015,0.0094,0.003,0.9837,White,0.00023
macfarlane,0.0034,0.004,0.0253,0.0004,0.9666,White,0.00023
connelly,0.0034,0.001,0.0077,0.0013,0.9863,White,0.00023
browning,0.0018,0.001,0.0206,0.0029,0.9733,White,0.00023
southern,0.008,0.0073,0.121,0,0.8638,White,0.00022
nolan,0.0029,0.0016,0.0177,0.0012,0.9763,White,0.00022
bonner,0.0025,0.0021,0.1962,0.0018,0.7966,White,0.00022
hirst,0.0019,0.0015,0.0004,0.0004,0.9956,White,0.00022
wilcox,0.0027,0.001,0.0395,0.0028,0.9533,White,0.00022
roach,0.0041,0.004,0.054,0.0035,0.9337,White,0.00022
bateman,0.0032,0.0019,0.0311,0.0039,0.9593,White,0.00022
dowling,0.0052,0.0039,0.0233,0.0025,0.9646,White,0.00022
mccormick,0.0016,0.0029,0.0217,0.0028,0.9705,White,0.00022
irving,0.034,0.0041,0.1586,0.0066,0.7958,White,0.00022
mclellan,0.0047,0.0034,0.0081,0.0006,0.983,White,0.00022
duff,0.0014,0.0023,0.021,0.001,0.9739,White,0.00022
beaumont,0.0054,0.0038,0.0205,0.0022,0.9675,White,0.00022
rich,0.0023,0.0016,0.0173,0.0011,0.9774,White,0.00022
bean,0.0023,0.0043,0.0337,0.0046,0.9545,White,0.00022
redmond,0.0046,0.0073,0.0971,0.0014,0.8887,White,0.00022
dodd,0.0007,0.0027,0.0248,0.0011,0.9703,White,0.00022
gillespie,0.0017,0.0021,0.0645,0.0042,0.9269,White,0.00022
deacon,0.0014,0.0021,0.0142,0.0068,0.975,White,0.00022
hargreaves,0.0034,0.0031,0.0053,0.0003,0.9877,White,0.00022
knott,0.0021,0.004,0.0459,0.0039,0.9435,White,0.00022
devine,0.0055,0.0047,0.0326,0.0022,0.9545,White,0.00022
kidd,0.0032,0.0078,0.0739,0.004,0.9104,White,0.00022
potts,0.0026,0.0019,0.0396,0.0036,0.9517,White,0.00022
mair,0.0046,0.0327,0.0326,0.0028,0.9254,White,0.00022
goulding,0.0041,0.0028,0.0085,0.0005,0.9839,White,0.00022
wainwright,0.0018,0.0011,0.0468,0.0012,0.9477,White,0.00022
fountain,0.0016,0.0032,0.1255,0.0024,0.8666,White,0.00022
crouch,0.0011,0.0021,0.0283,0.0061,0.962,White,0.00022
